CMDLINE /Users/cconlon/anaconda3/bin/python3.7 2_Process_WRDS_Data.py
MEM 25067.167969 1593110348.9572
MEM 25067.222656 1593110349.0616
MEM 25067.242188 1593110349.1663
MEM 25067.261719 1593110349.2687
MEM 25067.261719 1593110349.3700
MEM 25067.261719 1593110349.4712
MEM 25067.261719 1593110349.5759
MEM 25067.261719 1593110349.6762
MEM 25067.261719 1593110349.7783
MEM 25067.261719 1593110349.8801
MEM 25067.261719 1593110349.9806
MEM 25067.261719 1593110350.0822
MEM 25067.261719 1593110350.1833
MEM 25067.261719 1593110350.2869
MEM 25067.261719 1593110350.3902
MEM 25067.261719 1593110350.4938
MEM 25067.261719 1593110350.5949
MEM 25067.261719 1593110350.6951
MEM 25067.261719 1593110350.7987
MEM 25067.261719 1593110350.8991
MEM 25067.261719 1593110351.0000
MEM 25067.261719 1593110351.1025
MEM 25066.769531 1593110351.2030
MEM 25067.261719 1593110351.3053
MEM 25067.261719 1593110351.4061
MEM 25067.261719 1593110351.5069
MEM 25067.261719 1593110351.6073
MEM 25067.261719 1593110351.7089
MEM 25067.261719 1593110351.8112
MEM 25067.261719 1593110351.9124
MEM 25067.261719 1593110352.0147
MEM 25067.261719 1593110352.1149
MEM 25067.261719 1593110352.2159
MEM 25067.261719 1593110352.3163
MEM 25067.261719 1593110352.4206
MEM 25067.261719 1593110352.5242
MEM 25067.261719 1593110352.6243
MEM 25067.261719 1593110352.7259
MEM 25067.261719 1593110352.8306
MEM 25067.261719 1593110352.9336
MEM 25067.261719 1593110353.0352
MEM 25067.261719 1593110353.1397
MEM 25067.261719 1593110353.2412
MEM 25067.261719 1593110353.3414
MEM 25067.261719 1593110353.4452
MEM 25067.265625 1593110353.5503
MEM 25067.265625 1593110353.6539
MEM 25067.265625 1593110353.7579
MEM 25067.265625 1593110353.8588
MEM 25067.265625 1593110353.9590
MEM 25067.265625 1593110354.0592
MEM 25067.265625 1593110354.1598
MEM 25067.265625 1593110354.2625
MEM 25067.265625 1593110354.3672
MEM 25067.265625 1593110354.4705
MEM 25067.265625 1593110354.5749
MEM 25067.265625 1593110354.6794
MEM 25067.265625 1593110354.7812
MEM 25067.265625 1593110354.8824
MEM 25067.265625 1593110354.9876
MEM 25067.265625 1593110355.0903
MEM 25067.265625 1593110355.1917
MEM 25067.265625 1593110355.2968
MEM 25067.261719 1593110355.3970
MEM 25067.265625 1593110355.5006
MEM 25067.265625 1593110355.6027
MEM 25067.265625 1593110355.7041
MEM 25067.265625 1593110355.8051
MEM 25067.265625 1593110355.9054
MEM 25067.265625 1593110356.0084
MEM 25067.265625 1593110356.1089
MEM 25067.265625 1593110356.2115
MEM 25067.265625 1593110356.3163
MEM 25067.265625 1593110356.4201
MEM 25067.265625 1593110356.5237
MEM 25067.265625 1593110356.6252
MEM 25067.265625 1593110356.7267
MEM 25067.265625 1593110356.8287
MEM 25067.265625 1593110356.9328
MEM 25067.265625 1593110357.0357
MEM 25067.265625 1593110357.1397
MEM 25067.265625 1593110357.2400
MEM 25066.976562 1593110357.3425
MEM 25067.265625 1593110357.4475
MEM 25067.265625 1593110357.5521
MEM 25067.265625 1593110357.6573
MEM 25067.265625 1593110357.7592
MEM 25067.265625 1593110357.8637
MEM 25067.265625 1593110357.9689
MEM 25067.265625 1593110358.0741
MEM 25067.265625 1593110358.1745
MEM 25067.265625 1593110358.2780
MEM 25067.265625 1593110358.3825
MEM 25067.265625 1593110358.4853
MEM 25067.265625 1593110358.5859
MEM 25067.265625 1593110358.6893
MEM 25067.265625 1593110358.7911
MEM 25067.265625 1593110358.8914
MEM 25067.265625 1593110358.9917
MEM 25067.265625 1593110359.0969
MEM 25067.265625 1593110359.2010
MEM 25067.265625 1593110359.3038
MEM 25067.265625 1593110359.4050
MEM 25067.265625 1593110359.5099
MEM 25067.265625 1593110359.6151
MEM 25067.265625 1593110359.7153
MEM 25067.265625 1593110359.8157
MEM 25067.265625 1593110359.9178
MEM 25067.265625 1593110360.0217
MEM 25067.265625 1593110360.1267
MEM 25067.265625 1593110360.2285
MEM 25067.265625 1593110360.3337
MEM 25067.265625 1593110360.4355
MEM 25067.265625 1593110360.5358
MEM 25067.265625 1593110360.6397
MEM 25067.265625 1593110360.7406
MEM 25067.265625 1593110360.8435
MEM 25067.265625 1593110360.9440
MEM 25067.265625 1593110361.0442
MEM 25067.265625 1593110361.1462
MEM 25067.265625 1593110361.2502
MEM 25067.265625 1593110361.3504
MEM 25067.265625 1593110361.4550
MEM 25067.265625 1593110361.5589
MEM 25067.265625 1593110361.6625
MEM 25067.265625 1593110361.7639
MEM 25067.265625 1593110361.8655
MEM 25067.265625 1593110361.9686
MEM 25067.265625 1593110362.0691
MEM 25067.265625 1593110362.1726
MEM 25067.265625 1593110362.2740
MEM 25067.265625 1593110362.3753
MEM 25067.265625 1593110362.4766
MEM 25067.265625 1593110362.5775
MEM 25067.265625 1593110362.6779
MEM 25067.265625 1593110362.7793
MEM 25067.265625 1593110362.8813
MEM 25067.265625 1593110362.9848
MEM 25067.265625 1593110363.0869
MEM 25067.265625 1593110363.1892
MEM 25067.265625 1593110363.2944
MEM 25067.265625 1593110363.3982
MEM 25067.265625 1593110363.4989
MEM 25067.265625 1593110363.6013
MEM 25067.265625 1593110363.7027
MEM 25067.265625 1593110363.8039
MEM 25067.265625 1593110363.9051
MEM 25067.265625 1593110364.0064
MEM 25067.265625 1593110364.1077
MEM 25067.265625 1593110364.2083
MEM 25067.265625 1593110364.3093
MEM 25067.265625 1593110364.4114
MEM 25067.265625 1593110364.5126
MEM 25067.265625 1593110364.6138
MEM 25067.226562 1593110364.7151
MEM 25067.265625 1593110364.8164
MEM 25067.265625 1593110364.9177
MEM 25067.265625 1593110365.0189
MEM 25067.265625 1593110365.1201
MEM 25067.265625 1593110365.2214
MEM 25067.265625 1593110365.3245
MEM 25067.265625 1593110365.4298
MEM 25067.265625 1593110365.5350
MEM 25067.265625 1593110365.6376
MEM 25067.265625 1593110365.7378
MEM 25067.265625 1593110365.8404
MEM 25067.265625 1593110365.9445
MEM 25067.265625 1593110366.0451
MEM 25067.265625 1593110366.1465
MEM 25067.265625 1593110366.2487
MEM 25067.265625 1593110366.3539
MEM 25067.265625 1593110366.4591
MEM 25067.265625 1593110366.5601
MEM 25067.265625 1593110366.6614
MEM 25067.265625 1593110366.7626
MEM 25067.265625 1593110366.8632
MEM 25067.265625 1593110366.9651
MEM 25067.265625 1593110367.0663
MEM 25067.265625 1593110367.1676
MEM 25067.265625 1593110367.2681
MEM 25067.265625 1593110367.3701
MEM 25067.265625 1593110367.4714
MEM 25067.265625 1593110367.5727
MEM 25067.265625 1593110367.6739
MEM 25067.261719 1593110367.7752
MEM 25066.414062 1593110367.8765
MEM 25067.265625 1593110367.9776
MEM 25067.265625 1593110368.0789
MEM 25067.265625 1593110368.1793
MEM 25067.265625 1593110368.2815
MEM 25067.265625 1593110368.3832
MEM 25067.265625 1593110368.4867
MEM 25067.265625 1593110368.5897
MEM 25067.265625 1593110368.6932
MEM 25066.812500 1593110368.7984
MEM 25141.980469 1593110368.9005
MEM 25506.960938 1593110369.0019
MEM 25896.195312 1593110369.1027
MEM 25992.605469 1593110369.2031
MEM 26148.679688 1593110369.3044
MEM 26428.277344 1593110369.4063
MEM 26736.468750 1593110369.5077
MEM 26700.246094 1593110369.6116
MEM 26934.527344 1593110369.7120
MEM 27120.453125 1593110369.8130
MEM 27228.871094 1593110369.9172
MEM 27186.421875 1593110370.0223
MEM 27262.675781 1593110370.1231
MEM 27150.589844 1593110370.2277
MEM 27298.265625 1593110370.3301
MEM 27998.617188 1593110370.4328
MEM 28154.910156 1593110370.5380
MEM 28154.910156 1593110370.6404
MEM 28154.910156 1593110370.7449
MEM 28252.457031 1593110370.8452
MEM 28299.464844 1593110370.9462
MEM 28299.652344 1593110371.0466
MEM 28299.652344 1593110371.1469
MEM 28300.402344 1593110371.2515
MEM 27542.667969 1593110371.3550
MEM 26080.984375 1593110371.4553
MEM 26081.015625 1593110371.5557
MEM 26081.015625 1593110371.6565
MEM 26081.015625 1593110371.7578
MEM 25936.296875 1593110371.8606
MEM 25936.296875 1593110371.9639
MEM 25936.296875 1593110372.0691
MEM 25936.296875 1593110372.1741
MEM 25936.296875 1593110372.2753
MEM 25936.296875 1593110372.3765
MEM 25936.296875 1593110372.4777
MEM 25936.296875 1593110372.5791
MEM 25936.296875 1593110372.6802
MEM 25936.296875 1593110372.7815
MEM 25936.316406 1593110372.8827
MEM 25936.324219 1593110372.9840
MEM 25936.324219 1593110373.0852
MEM 24796.671875 1593110373.1883
MEM 24796.671875 1593110373.2885
MEM 24796.671875 1593110373.3890
MEM 24796.671875 1593110373.4892
MEM 24893.613281 1593110373.5913
MEM 25086.109375 1593110373.6930
MEM 25230.828125 1593110373.7939
MEM 25230.828125 1593110373.8986
MEM 25230.828125 1593110374.0033
MEM 25230.828125 1593110374.1065
MEM 25230.828125 1593110374.2091
MEM 25230.828125 1593110374.3142
MEM 25230.828125 1593110374.4146
MEM 25230.828125 1593110374.5198
MEM 25230.828125 1593110374.6205
MEM 25230.828125 1593110374.7218
MEM 25230.828125 1593110374.8220
MEM 25230.828125 1593110374.9226
MEM 25230.828125 1593110375.0233
MEM 25230.828125 1593110375.1286
MEM 25230.828125 1593110375.2316
MEM 25230.828125 1593110375.3331
MEM 25230.828125 1593110375.4353
MEM 25230.832031 1593110375.5377
MEM 25230.832031 1593110375.6390
MEM 25272.734375 1593110375.7442
MEM 25375.550781 1593110375.8495
MEM 25375.550781 1593110375.9534
MEM 25512.082031 1593110376.0553
MEM 25520.277344 1593110376.1565
MEM 25592.636719 1593110376.2578
MEM 25712.230469 1593110376.3631
MEM 25881.250000 1593110376.4683
MEM 25984.757812 1593110376.5728
MEM 26026.792969 1593110376.6784
MEM 26099.152344 1593110376.7839
MEM 26099.152344 1593110376.8846
MEM 26231.601562 1593110376.9852
MEM 26243.871094 1593110377.0866
MEM 26243.871094 1593110377.1907
MEM 26375.210938 1593110377.2930
MEM 26604.039062 1593110377.3940
MEM 26835.480469 1593110377.4951
MEM 27072.898438 1593110377.5965
MEM 27304.878906 1593110377.6979
MEM 27539.128906 1593110377.7992
MEM 27766.832031 1593110377.9003
MEM 27724.457031 1593110378.0015
MEM 27112.164062 1593110378.1068
MEM 27112.164062 1593110378.2091
MEM 27112.164062 1593110378.3123
MEM 27112.164062 1593110378.4143
MEM 27112.164062 1593110378.5147
MEM 27075.875000 1593110378.6154
MEM 27039.585938 1593110378.7160
MEM 27039.585938 1593110378.8174
MEM 27039.585938 1593110378.9224
MEM 27039.585938 1593110379.0252
MEM 27039.585938 1593110379.1303
MEM 27039.585938 1593110379.2355
MEM 27039.585938 1593110379.3381
MEM 27039.585938 1593110379.4415
MEM 27039.585938 1593110379.5467
MEM 27039.585938 1593110379.6497
MEM 27039.585938 1593110379.7514
MEM 27039.585938 1593110379.8555
MEM 27039.585938 1593110379.9576
MEM 27039.585938 1593110380.0624
MEM 27039.585938 1593110380.1638
MEM 27018.722656 1593110380.2647
MEM 27039.585938 1593110380.3666
MEM 27039.585938 1593110380.4718
MEM 27039.585938 1593110380.5731
MEM 27039.585938 1593110380.6743
MEM 27039.585938 1593110380.7786
MEM 27039.585938 1593110380.8832
MEM 27039.585938 1593110380.9836
MEM 27039.585938 1593110381.0840
MEM 27039.585938 1593110381.1853
MEM 27039.585938 1593110381.2906
MEM 27039.585938 1593110381.3922
MEM 27039.585938 1593110381.4926
MEM 27039.585938 1593110381.5949
MEM 27039.585938 1593110381.7002
MEM 27039.585938 1593110381.8004
MEM 27039.585938 1593110381.9056
MEM 27039.585938 1593110382.0066
MEM 27039.585938 1593110382.1080
MEM 27039.585938 1593110382.2082
MEM 27039.585938 1593110382.3112
MEM 27039.585938 1593110382.4116
MEM 27039.585938 1593110382.5128
MEM 27039.585938 1593110382.6148
MEM 27039.585938 1593110382.7191
MEM 27039.585938 1593110382.8238
MEM 27039.585938 1593110382.9267
MEM 27039.585938 1593110383.0269
MEM 27039.585938 1593110383.1316
MEM 27039.585938 1593110383.2330
MEM 27039.585938 1593110383.3341
MEM 27039.585938 1593110383.4347
MEM 27039.585938 1593110383.5366
MEM 27039.585938 1593110383.6379
MEM 27039.585938 1593110383.7407
MEM 27039.585938 1593110383.8449
MEM 27039.585938 1593110383.9468
MEM 27039.585938 1593110384.0511
MEM 27039.585938 1593110384.1529
MEM 27039.585938 1593110384.2561
MEM 27039.585938 1593110384.3579
MEM 27039.585938 1593110384.4591
MEM 27039.585938 1593110384.5642
MEM 27039.585938 1593110384.6659
MEM 27097.210938 1593110384.7712
MEM 27303.777344 1593110384.8717
MEM 27503.636719 1593110384.9740
MEM 27702.320312 1593110385.0792
MEM 27907.878906 1593110385.1845
MEM 27039.585938 1593110385.2848
MEM 27039.585938 1593110385.3859
MEM 27039.585938 1593110385.4883
MEM 27039.585938 1593110385.5934
MEM 27133.261719 1593110385.6980
MEM 27350.476562 1593110385.8032
MEM 27569.230469 1593110385.9084
MEM 27795.164062 1593110386.0119
MEM 27139.878906 1593110386.1155
MEM 27039.585938 1593110386.2202
MEM 27056.558594 1593110386.3254
MEM 27156.855469 1593110386.4279
MEM 27338.468750 1593110386.5294
MEM 27548.082031 1593110386.6305
MEM 27777.828125 1593110386.7357
MEM 28004.367188 1593110386.8409
MEM 27184.304688 1593110386.9425
MEM 27184.304688 1593110387.0436
MEM 27184.304688 1593110387.1438
MEM 27184.304688 1593110387.2457
MEM 27184.304688 1593110387.3488
MEM 27184.304688 1593110387.4521
MEM 27184.304688 1593110387.5574
MEM 27184.304688 1593110387.6604
MEM 27344.937500 1593110387.7646
MEM 27557.175781 1593110387.8690
MEM 27781.050781 1593110387.9696
MEM 28010.734375 1593110388.0717
MEM 27184.304688 1593110388.1769
MEM 27249.289062 1593110388.2821
MEM 27329.023438 1593110388.3866
MEM 27329.023438 1593110388.4918
MEM 27329.023438 1593110388.5962
MEM 27329.023438 1593110388.7014
MEM 27329.023438 1593110388.8061
MEM 27329.023438 1593110388.9113
MEM 27329.023438 1593110389.0158
MEM 27329.023438 1593110389.1209
MEM 27347.113281 1593110389.2254
MEM 27583.582031 1593110389.3259
MEM 27833.449219 1593110389.4312
MEM 28082.269531 1593110389.5358
MEM 28316.765625 1593110389.6390
MEM 27931.691406 1593110389.7442
MEM 28191.203125 1593110389.8494
MEM 28437.265625 1593110389.9526
MEM 28689.660156 1593110390.0566
MEM 28916.191406 1593110390.1574
MEM 29148.375000 1593110390.2590
MEM 29388.281250 1593110390.3642
MEM 29614.386719 1593110390.4651
MEM 28794.269531 1593110390.5666
MEM 28819.839844 1593110390.6669
MEM 29021.949219 1593110390.7721
MEM 29220.277344 1593110390.8773
MEM 29417.093750 1593110390.9825
MEM 29610.992188 1593110391.0859
MEM 29790.351562 1593110391.1867
MEM 29970.945312 1593110391.2893
MEM 30154.382812 1593110391.3905
MEM 30241.425781 1593110391.4957
MEM 29517.847656 1593110391.5974
MEM 29517.847656 1593110391.6978
MEM 29517.847656 1593110391.8030
MEM 29692.937500 1593110391.9055
MEM 29922.984375 1593110392.0059
MEM 30149.285156 1593110392.1092
MEM 30351.093750 1593110392.2106
MEM 30593.304688 1593110392.3158
MEM 30837.019531 1593110392.4211
MEM 31066.761719 1593110392.5245
MEM 31291.328125 1593110392.6270
MEM 31515.894531 1593110392.7289
MEM 29662.562500 1593110392.8292
MEM 29662.562500 1593110392.9299
MEM 29731.781250 1593110393.0308
MEM 29792.054688 1593110393.1313
MEM 29792.054688 1593110393.2326
MEM 29792.054688 1593110393.3350
MEM 29890.917969 1593110393.4378
MEM 30116.785156 1593110393.5381
MEM 30327.746094 1593110393.6393
MEM 30532.480469 1593110393.7405
MEM 29892.347656 1593110393.8419
MEM 29651.792969 1593110393.9431
MEM 29651.792969 1593110394.0467
MEM 29652.656250 1593110394.1519
MEM 29653.269531 1593110394.2544
MEM 29653.269531 1593110394.3577
MEM 29654.281250 1593110394.4629
MEM 29654.292969 1593110394.5682
MEM 29654.292969 1593110394.6684
MEM 29654.292969 1593110394.7733
MEM 29654.292969 1593110394.8777
MEM 29654.292969 1593110394.9826
MEM 29654.292969 1593110395.0878
MEM 29654.292969 1593110395.1880
MEM 29654.292969 1593110395.2893
MEM 29654.292969 1593110395.3943
MEM 29655.230469 1593110395.4955
MEM 29771.226562 1593110395.5968
MEM 29981.281250 1593110395.6989
MEM 30184.625000 1593110395.7992
MEM 30381.789062 1593110395.9006
MEM 30382.394531 1593110396.0047
MEM 30382.394531 1593110396.1049
MEM 30382.394531 1593110396.2102
MEM 30382.394531 1593110396.3128
MEM 30382.394531 1593110396.4180
MEM 30382.394531 1593110396.5193
MEM 30382.394531 1593110396.6202
MEM 30382.394531 1593110396.7253
MEM 30382.394531 1593110396.8305
MEM 30382.394531 1593110396.9334
MEM 30382.394531 1593110397.0368
MEM 30382.394531 1593110397.1380
MEM 30382.394531 1593110397.2414
MEM 30382.394531 1593110397.3440
MEM 30382.394531 1593110397.4486
MEM 29675.066406 1593110397.5506
MEM 29772.023438 1593110397.6555
MEM 29865.390625 1593110397.7558
MEM 29955.171875 1593110397.8571
MEM 30042.300781 1593110397.9573
MEM 30122.480469 1593110398.0577
MEM 30218.675781 1593110398.1584
MEM 29660.628906 1593110398.2606
MEM 29777.003906 1593110398.3635
MEM 29986.367188 1593110398.4656
MEM 30186.542969 1593110398.5660
MEM 30384.207031 1593110398.6681
MEM 30384.207031 1593110398.7694
MEM 30384.207031 1593110398.8710
MEM 30384.207031 1593110398.9720
MEM 30384.207031 1593110399.0731
MEM 30384.207031 1593110399.1743
MEM 30384.207031 1593110399.2744
MEM 30384.207031 1593110399.3762
MEM 30384.207031 1593110399.4793
MEM 30384.207031 1593110399.5795
MEM 30384.207031 1593110399.6806
MEM 30384.207031 1593110399.7818
MEM 30384.207031 1593110399.8831
MEM 30384.207031 1593110399.9845
MEM 30384.207031 1593110400.0856
MEM 30384.207031 1593110400.1868
MEM 29660.628906 1593110400.2881
MEM 29757.035156 1593110400.3893
MEM 29855.261719 1593110400.4909
MEM 29953.285156 1593110400.5961
MEM 30047.652344 1593110400.7003
MEM 30135.894531 1593110400.8046
MEM 30236.562500 1593110400.9065
MEM 30324.707031 1593110401.0098
MEM 30409.644531 1593110401.1121
MEM 30510.375000 1593110401.2153
MEM 29760.921875 1593110401.3205
MEM 29660.628906 1593110401.4221
MEM 29660.628906 1593110401.5234
MEM 29660.628906 1593110401.6268
MEM 29660.628906 1593110401.7296
MEM 29660.628906 1593110401.8299
MEM 29660.628906 1593110401.9301
MEM 29660.628906 1593110402.0338
MEM 29660.628906 1593110402.1349
MEM 29660.628906 1593110402.2353
MEM 29660.628906 1593110402.3360
MEM 29741.585938 1593110402.4383
MEM 29836.066406 1593110402.5419
MEM 29940.328125 1593110402.6469
MEM 30040.308594 1593110402.7515
MEM 30132.921875 1593110402.8544
MEM 30236.574219 1593110402.9590
MEM 30334.585938 1593110403.0634
MEM 30431.371094 1593110403.1677
MEM 30528.921875 1593110403.2720
MEM 29660.628906 1593110403.3768
MEM 29660.628906 1593110403.4779
MEM 29660.628906 1593110403.5832
MEM 29660.628906 1593110403.6834
MEM 29660.628906 1593110403.7839
MEM 29660.628906 1593110403.8882
MEM 29660.628906 1593110403.9885
MEM 29660.628906 1593110404.0900
MEM 29746.695312 1593110404.1906
MEM 29846.097656 1593110404.2958
MEM 29947.152344 1593110404.3964
MEM 30048.300781 1593110404.5016
MEM 30145.566406 1593110404.6069
MEM 30242.449219 1593110404.7077
MEM 30337.425781 1593110404.8079
MEM 30432.882812 1593110404.9104
MEM 30528.921875 1593110405.0110
MEM 29660.628906 1593110405.1145
MEM 29660.628906 1593110405.2146
MEM 29660.628906 1593110405.3169
MEM 29660.628906 1593110405.4176
MEM 29660.628906 1593110405.5178
MEM 29660.628906 1593110405.6216
MEM 29718.222656 1593110405.7221
MEM 29811.906250 1593110405.8230
MEM 29906.394531 1593110405.9244
MEM 29993.617188 1593110406.0247
MEM 30085.750000 1593110406.1249
MEM 30177.996094 1593110406.2289
MEM 29855.492188 1593110406.3335
MEM 29696.277344 1593110406.4363
MEM 29914.156250 1593110406.5415
MEM 30120.175781 1593110406.6449
MEM 30325.839844 1593110406.7457
MEM 30384.207031 1593110406.8502
MEM 30384.207031 1593110406.9508
MEM 30384.207031 1593110407.0549
MEM 30384.207031 1593110407.1562
MEM 30384.207031 1593110407.2586
MEM 30384.207031 1593110407.3589
MEM 30384.207031 1593110407.4600
MEM 30384.207031 1593110407.5652
MEM 30384.207031 1593110407.6682
MEM 30384.207031 1593110407.7689
MEM 30384.207031 1593110407.8693
MEM 30384.207031 1593110407.9719
MEM 30384.207031 1593110408.0732
MEM 30384.207031 1593110408.1745
MEM 30384.207031 1593110408.2756
MEM 30128.207031 1593110408.3769
MEM 29729.148438 1593110408.4795
MEM 29822.933594 1593110408.5798
MEM 29923.691406 1593110408.6806
MEM 30022.355469 1593110408.7820
MEM 30115.562500 1593110408.8821
MEM 30217.378906 1593110408.9844
MEM 30314.562500 1593110409.0857
MEM 30411.156250 1593110409.1907
MEM 30518.175781 1593110409.2959
MEM 29660.640625 1593110409.4011
MEM 29660.640625 1593110409.5020
MEM 29660.640625 1593110409.6045
MEM 29660.640625 1593110409.7097
MEM 29660.640625 1593110409.8149
MEM 29660.640625 1593110409.9182
MEM 29734.367188 1593110410.0194
MEM 29871.390625 1593110410.1207
MEM 30074.367188 1593110410.2220
MEM 30278.382812 1593110410.3232
MEM 30458.859375 1593110410.4244
MEM 30458.859375 1593110410.5258
MEM 30458.859375 1593110410.6282
MEM 30458.859375 1593110410.7284
MEM 30458.859375 1593110410.8295
MEM 30458.859375 1593110410.9313
MEM 30458.859375 1593110411.0319
MEM 30458.859375 1593110411.1322
MEM 30458.859375 1593110411.2344
MEM 30458.859375 1593110411.3357
MEM 30458.859375 1593110411.4370
MEM 30458.859375 1593110411.5381
MEM 30458.859375 1593110411.6387
MEM 30458.859375 1593110411.7424
MEM 30458.859375 1593110411.8457
MEM 30458.859375 1593110411.9465
MEM 30458.859375 1593110412.0517
MEM 29784.667969 1593110412.1519
MEM 29883.941406 1593110412.2572
MEM 29977.199219 1593110412.3595
MEM 30067.726562 1593110412.4607
MEM 30163.855469 1593110412.5620
MEM 30254.609375 1593110412.6632
MEM 30314.144531 1593110412.7645
MEM 29735.281250 1593110412.8657
MEM 29945.457031 1593110412.9683
MEM 30162.511719 1593110413.0736
MEM 30378.023438 1593110413.1788
MEM 30458.859375 1593110413.2820
MEM 30458.859375 1593110413.3826
MEM 30458.859375 1593110413.4845
MEM 30458.859375 1593110413.5858
MEM 30458.859375 1593110413.6870
MEM 30458.859375 1593110413.7882
MEM 30458.859375 1593110413.8896
MEM 30458.859375 1593110413.9908
MEM 30458.859375 1593110414.0912
MEM 30458.859375 1593110414.1933
MEM 30458.859375 1593110414.2985
MEM 30458.859375 1593110414.4022
MEM 30458.859375 1593110414.5024
MEM 30563.609375 1593110414.6076
MEM 30603.578125 1593110414.7107
MEM 30347.578125 1593110414.8120
MEM 30002.367188 1593110414.9134
MEM 30024.718750 1593110415.0145
MEM 30024.718750 1593110415.1158
MEM 30024.718750 1593110415.2183
MEM 30024.718750 1593110415.3210
MEM 30024.718750 1593110415.4263
MEM 30024.718750 1593110415.5279
MEM 30024.718750 1593110415.6322
MEM 30024.718750 1593110415.7335
MEM 30024.718750 1593110415.8358
MEM 30057.476562 1593110415.9370
MEM 30122.441406 1593110416.0411
MEM 30169.437500 1593110416.1463
MEM 30169.437500 1593110416.2516
MEM 30169.437500 1593110416.3532
MEM 30314.156250 1593110416.4545
MEM 30314.156250 1593110416.5558
MEM 29930.156250 1593110416.6571
MEM 28466.285156 1593110416.7583
MEM 28171.437500 1593110416.8596
MEM 28413.210938 1593110416.9608
MEM 28649.996094 1593110417.0614
MEM 28887.574219 1593110417.1635
MEM 29125.777344 1593110417.2671
MEM 28739.511719 1593110417.3723
MEM 28979.132812 1593110417.4725
MEM 29226.964844 1593110417.5741
MEM 29469.890625 1593110417.6786
MEM 29703.187500 1593110417.7838
MEM 29944.433594 1593110417.8891
MEM 30180.726562 1593110417.9943
MEM 30408.339844 1593110418.0965
MEM 30625.511719 1593110418.1984
MEM 29735.292969 1593110418.2997
MEM 29735.292969 1593110418.4028
MEM 29853.468750 1593110418.5080
MEM 30032.230469 1593110418.6125
MEM 30221.292969 1593110418.7158
MEM 30395.914062 1593110418.8160
MEM 30492.179688 1593110418.9171
MEM 30555.203125 1593110419.0224
MEM 30637.007812 1593110419.1247
MEM 30817.519531 1593110419.2291
MEM 30986.468750 1593110419.3307
MEM 31160.621094 1593110419.4331
MEM 31328.847656 1593110419.5372
MEM 31387.359375 1593110419.6397
MEM 31448.378906 1593110419.7436
MEM 31471.878906 1593110419.8460
MEM 31471.878906 1593110419.9509
MEM 31471.878906 1593110420.0521
MEM 30603.585938 1593110420.1532
MEM 30603.585938 1593110420.2562
MEM 30603.585938 1593110420.3614
MEM 30603.585938 1593110420.4629
MEM 30576.437500 1593110420.5681
MEM 30821.187500 1593110420.6734
MEM 31067.785156 1593110420.7764
MEM 31288.457031 1593110420.8783
MEM 31493.503906 1593110420.9797
MEM 31716.414062 1593110421.0806
MEM 31937.890625 1593110421.1811
MEM 32164.792969 1593110421.2855
MEM 32402.644531 1593110421.3907
MEM 32607.863281 1593110421.4913
MEM 32819.011719 1593110421.5946
MEM 30660.816406 1593110421.6950
MEM 30661.328125 1593110421.7983
MEM 30666.175781 1593110421.8995
MEM 30666.210938 1593110422.0023
MEM 30666.210938 1593110422.1069
MEM 30666.210938 1593110422.2119
MEM 30831.789062 1593110422.3158
MEM 31044.140625 1593110422.4171
MEM 31254.835938 1593110422.5184
MEM 31463.003906 1593110422.6196
MEM 31677.542969 1593110422.7209
MEM 30521.496094 1593110422.8222
MEM 30666.988281 1593110422.9252
MEM 30832.804688 1593110423.0261
MEM 31031.101562 1593110423.1313
MEM 31220.144531 1593110423.2365
MEM 31295.710938 1593110423.3397
MEM 31354.246094 1593110423.4409
MEM 31437.750000 1593110423.5462
MEM 31600.652344 1593110423.6507
MEM 31773.109375 1593110423.7535
MEM 31953.117188 1593110423.8571
MEM 32135.101562 1593110423.9598
MEM 32275.070312 1593110424.0618
MEM 32338.855469 1593110424.1651
MEM 32401.109375 1593110424.2698
MEM 32527.984375 1593110424.3747
MEM 32547.511719 1593110424.4758
MEM 32547.511719 1593110424.5772
MEM 32547.511719 1593110424.6787
MEM 31534.503906 1593110424.7810
MEM 31517.808594 1593110424.8830
MEM 31517.808594 1593110424.9882
MEM 31517.808594 1593110425.0935
MEM 30649.515625 1593110425.1960
MEM 30649.515625 1593110425.2972
MEM 30649.515625 1593110425.4026
MEM 30649.515625 1593110425.5037
MEM 30649.515625 1593110425.6047
MEM 30649.515625 1593110425.7074
MEM 30649.515625 1593110425.8127
MEM 30649.515625 1593110425.9172
MEM 30649.515625 1593110426.0225
MEM 30649.515625 1593110426.1240
MEM 30649.515625 1593110426.2288
MEM 30649.515625 1593110426.3314
MEM 30649.515625 1593110426.4335
MEM 30649.515625 1593110426.5346
MEM 30649.515625 1593110426.6397
MEM 30649.515625 1593110426.7450
MEM 30649.515625 1593110426.8484
MEM 30649.515625 1593110426.9509
MEM 30649.515625 1593110427.0547
MEM 30649.515625 1593110427.1570
MEM 30649.515625 1593110427.2572
MEM 30649.515625 1593110427.3624
MEM 30649.515625 1593110427.4641
MEM 30649.515625 1593110427.5663
MEM 30649.515625 1593110427.6665
MEM 30649.515625 1593110427.7669
MEM 30649.515625 1593110427.8721
MEM 30649.515625 1593110427.9747
MEM 30649.515625 1593110428.0748
MEM 30649.515625 1593110428.1750
MEM 30649.515625 1593110428.2772
